id_individu,cluster_kmeans,cluster_cah,target,Dim.1,Dim.2,Dim.3
96,1,2,Enrolled,0.09443469917160592,-0.866573013057065,0.03990627991838919
97,1,2,Graduate,0.4780416899410236,-1.5568455797126448,-0.3269946909878485
98,1,2,Graduate,1.8525763416010546,-1.7148492397465913,-0.7842826707913805
99,1,2,Enrolled,0.2368581308225728,-1.0126204802826524,-0.6075237792038966
100,3,2,Dropout,-1.3806108214672463,1.4858523011452882,-1.9661010148802132
101,2,3,Dropout,3.2906698124663185,0.9147655845111275,0.8286964289365351
102,3,1,Graduate,-5.574095102974183,-1.6318436941717547,-0.9973038774395111
103,3,1,Dropout,-3.8445594592172907,1.0449992206704446,0.18979081473921477
104,2,3,Graduate,7.138961512129631,3.875562599223976,2.506003274464247
105,3,1,Dropout,-3.7440862274423496,-0.6674045046700564,-1.2337240361489636
106,2,3,Graduate,3.514075361781779,0.9432028265342751,-0.21292941791044395
107,3,1,Dropout,-3.7440412606261493,-0.6624486289283662,-1.2405020922851195
108,1,2,Dropout,1.483942036847226,0.08023710057739818,-2.2485560922466212
109,1,2,Dropout,1.05508968631902,-0.4065333384845981,-1.9901132143069606
110,1,2,Enrolled,0.9721708309780968,-0.38684079050449055,-1.3036355015581211
111,1,2,Graduate,0.7591002904191807,-1.6889293249067563,0.3427206444872891
112,1,2,Enrolled,-0.040948710115761275,-1.3774099229480206,-1.5204950227804204
113,1,2,Graduate,-0.20224887338806896,-1.7119175899144108,0.12377105614486211
114,1,2,Graduate,0.49615635873245134,-2.0096202248465396,1.717980109363172
115,1,2,Dropout,0.8589543420576787,-0.5242513077063062,-1.2552459870952684
116,1,2,Enrolled,1.127314528640919,-0.05478413726282682,-1.0349275645565654
117,1,2,Enrolled,0.4618176195054632,-1.3230021142991473,0.5070335573671828
118,1,2,Enrolled,-0.36086532077178196,0.06322807475419417,-1.068525645939567
119,1,2,Graduate,0.28109430267278973,-0.21765629967016425,0.05942732483274205
120,1,2,Graduate,-0.3017199604057366,-1.0806092561532474,-0.2103231297196524
121,1,2,Dropout,0.1693459251865399,-0.4431688665921342,-0.473876308141667
122,1,2,Graduate,-0.14995400498744388,-0.34087433554258606,-1.8455608737855453
123,3,1,Dropout,-5.582537909664912,-1.2859709528155367,0.09761482103456104
124,1,2,Graduate,-0.12336288095744272,-1.6771885490289533,0.09533014985563332
125,1,2,Graduate,1.640282499634587,-0.5404177817195172,-0.9461105037180498
126,1,2,Dropout,-1.112907622019656,-0.2592791115759131,-1.3234223406831278
127,1,2,Graduate,1.4694851798271968,-1.3776268886791192,2.920889588241932
128,1,2,Enrolled,0.5710547221437222,-2.169124546558731,0.6544917098235418
129,1,2,Graduate,0.520887075615082,-1.4187450922399107,-0.5854270173184218
130,1,2,Graduate,1.7265483013058391,-1.1981145260629116,-0.34812562766228616
131,1,2,Dropout,1.800277096662523,-1.63020181885924,-0.4478500463516609
132,1,2,Graduate,0.36160786273528167,-1.4284475043666491,-0.5749899810968985
133,1,2,Graduate,-0.10962341704594164,-1.4513038800995532,-0.8252482620981637
134,1,2,Dropout,-0.6820577799221911,-0.6942384366840854,0.14154586757601886
135,1,2,Graduate,2.1245599551615193,0.1074942150409263,0.16823997989415243
136,1,2,Dropout,-0.20470456596388895,0.6385803869130731,-1.3509475538674807
137,1,2,Graduate,-0.5882925174376468,-1.0909124755922044,-1.3534121579061948
138,1,2,Graduate,0.6499614894046171,-1.5305087624366736,2.0484838526790927
139,1,2,Enrolled,1.422396061708369,-0.532875336757205,-1.193437543221608
140,1,2,Graduate,2.1926374583720847,-1.865531813052704,3.693132320763779
141,1,2,Graduate,0.8213921612245819,-1.1390538960875674,-0.44692468071186614
142,1,2,Graduate,0.7734849975647485,-1.266731627133007,-1.842208823125452
143,3,1,Enrolled,-3.4887584529456452,1.974356153130147,-3.0297210041237492
144,1,2,Graduate,0.41614907165150244,-1.7963201956691934,-0.613699597903251
145,1,2,Graduate,2.101796279230433,-1.5157995804427036,-0.10430909999759377
146,1,2,Graduate,0.6147438189686637,-1.3828183859086345,-0.9510871851586478
147,3,1,Dropout,-2.511134581454441,0.03355850065339884,-1.003470337088064
148,1,2,Dropout,0.28725979501392457,-0.46709647765408535,-1.6502235718151044
149,1,2,Graduate,0.45609890384875545,-0.7858409233606154,0.1473744956438383
150,1,2,Graduate,1.6403722391090305,-1.07544265313016,0.31000409357626535
151,3,1,Enrolled,-5.552439992634226,-1.8838774721141416,-0.5020551828571458
152,1,2,Graduate,-0.20054640388669875,-0.9292507690358308,-0.09272768398284979
153,1,2,Enrolled,0.4053180113497215,-0.9058005154008202,-0.5041319326700532
154,1,2,Graduate,0.4741242530285489,-1.401170752577363,-0.04535490604832869
155,1,2,Dropout,0.16132522744719668,-0.20175468892420553,-1.943248596468548
156,1,2,Dropout,0.437422622151971,-0.4988037703569602,0.30580132114319525
157,1,2,Graduate,-0.42094638700447423,-1.5581589314679098,-0.03132745627183125
158,1,2,Graduate,0.6612650663703725,-1.826793999677941,-0.5021512220691124
159,1,2,Graduate,0.461937196014566,-0.7681613815014445,-0.9026667801145911
160,1,2,Graduate,0.6348293290563841,0.3983206233911755,0.16482505521115165
161,1,2,Dropout,0.6169905537717091,-0.6370660684833845,-0.37817113116362133
162,1,2,Graduate,1.9409681951759983,-1.3078905081292425,-0.9752566688035641
163,1,2,Graduate,1.8420015185496614,-1.306640685967035,-0.3668354327379856
164,1,2,Dropout,0.36220785037533687,-0.4551367363484803,-0.7470620894701947
165,1,2,Graduate,-0.18398871494582195,-1.072409143863673,-0.17641197623814597
166,1,2,Graduate,0.5713741748540951,-1.3700088067718184,0.03753616819335232
167,3,1,Enrolled,-4.577020732086798,0.7075955927309513,3.892413468625715
168,1,2,Graduate,0.5390061200891901,-0.054260837400024936,-0.5825859816407764
169,1,2,Graduate,1.6793949901394942,1.0376337054570626,1.2210974472903098
170,1,2,Dropout,0.30860124267944855,-0.20955275635376427,-1.3163562946420542
171,1,2,Enrolled,0.2454909613131765,0.09330391038832551,-0.6659716098906013
172,1,2,Graduate,1.5081913575808041,-0.3165017604835559,-0.5506995043977588
173,1,2,Graduate,0.6987005571948194,-1.1240340578360175,-0.2572586558610811
174,1,2,Graduate,0.13611889552293832,0.38371011071753497,2.453007298001835
175,1,2,Dropout,-0.31806813809599677,0.31887985702113375,-0.8510476561755724
176,1,2,Enrolled,-0.44745335789549273,-2.0204377544187357,-0.7373002212142457
177,1,2,Graduate,0.5582001584636813,0.23902216615930152,-0.782372701113241
178,1,2,Dropout,0.3460031495699288,-0.6243756424516759,-1.34964148119701
179,1,2,Dropout,0.589744932048107,-1.1183419856553414,-0.03368820188230871
180,1,2,Dropout,1.4739999392377978,1.093783778473383,2.027609648806099
181,2,3,Graduate,10.25792532317516,2.459835686711312,0.1134636994596582
182,1,2,Enrolled,0.6855425013767567,0.08216554427325491,2.722817924124381
183,3,1,Dropout,-2.1754477406914914,3.140477646939746,-0.3708165560639407
184,3,1,Dropout,-1.5924243251631436,0.11398045842470088,-0.8261107661998859
185,3,1,Dropout,-3.739911978273755,-0.44745916618579024,0.7238295142719892
186,1,2,Dropout,-1.0992833959980097,0.566803470390049,-0.8906936432473893
187,1,2,Enrolled,1.48488704635199,2.015972942431256,0.18797915328476503
188,1,2,Graduate,1.030321443718529,-1.9068100798004108,-0.12406356064874945
189,1,2,Dropout,-1.5007752672010983,-0.4431446765444349,0.827400622773398
190,1,2,Graduate,0.3670031282565635,-1.7556036714514143,1.6359496007988734
191,1,2,Graduate,0.48141533037207485,-1.0681096186544006,-0.38275961000379455
192,1,2,Enrolled,-0.40601209727688586,1.3517697711273124,0.04432858690505948
193,3,1,Dropout,-3.289073293474813,-0.23534364687034529,-0.6103257475225701
194,3,1,Dropout,-3.747559477834572,-0.3335711515962536,0.5661811346608693
195,1,2,Graduate,1.4924964233600324,-1.1138619572322161,0.011130001632433028
196,3,1,Dropout,-3.778744659974366,0.7256129282624451,2.686763923364633
197,1,2,Graduate,1.8161977540726448,-0.9564670661342276,-0.8084892807489141
198,3,1,Dropout,-4.07283463280323,0.9977397753337206,2.797841036325921
199,1,2,Graduate,1.3841107040217402,-0.6227706960077853,0.17366270915233017
200,3,1,Enrolled,-1.950131972546534,-0.13598869708999156,-0.5684292184312849
201,1,2,Graduate,0.5355860898850366,-0.6415136858092741,-0.7247842404508968
202,1,2,Graduate,0.3187301856068152,-1.090767560511666,-0.5496324257071643
203,1,2,Graduate,1.5011268681212029,-1.0929910430969365,-0.0734136372236623
204,1,2,Graduate,0.20270633776783253,0.11020771792337362,1.3031055224033805
205,1,2,Graduate,0.6584863991757329,-0.6169076579604347,-0.800180498355866
206,1,2,Graduate,0.07444755668165427,-0.8783758006208398,-0.8938896679628783
207,1,2,Graduate,1.5822030028409473,-1.2165399802560644,0.1590430907770494
208,1,2,Graduate,0.7309172033644021,-2.5905528707153977,1.2692623825324212
209,1,2,Graduate,0.7255568258843683,-0.9575872130139861,-1.345674105109678
210,1,2,Dropout,0.24775151550768149,0.8768525909079471,0.8118355859815988
211,1,2,Graduate,1.6794597765442432,-1.5346158737054778,-0.5590418020113138
212,1,2,Graduate,0.9988667073250591,-1.4969302573130363,0.9488046217331251
213,1,2,Graduate,1.23289532857515,-2.1267140147998838,0.34729705658221516
214,3,1,Dropout,-2.837969048993014,0.9521415384102521,0.6106153881033214
215,1,2,Graduate,0.4407618983018431,-0.4104071683534897,-0.22630999630669066
216,1,2,Enrolled,1.888211268206492,0.5710116658800254,2.0904271805717536
217,1,2,Graduate,-0.21530703206458165,-1.752815371058363,-1.3220735729332775
218,3,1,Dropout,-1.6850747123454977,2.894804257707922,-2.9939918663192895
219,1,2,Dropout,-0.7077102140158352,1.780063141892775,-0.4513581338742781
220,3,1,Dropout,-1.4785950924039684,0.475071870502228,-0.717849487744018
221,1,2,Graduate,-0.19905518830347735,-1.5324001689614557,0.704627689980101
222,1,2,Graduate,0.530763489879762,-1.8212136979773308,-0.41855349146471094
223,1,2,Dropout,0.24911441624608846,-0.48962118331260734,-1.6871436678123732
224,1,2,Graduate,1.476017265716156,-1.0407249520290727,0.5960896912496967
225,1,2,Graduate,1.704632448902104,-1.6663647727072093,-0.41357139077740734
226,1,2,Graduate,0.4289361493930901,0.6885474763251485,6.097491465393725
227,1,2,Graduate,-0.4276748901729274,1.4393655570887374,1.7583618508017913
228,1,2,Graduate,0.5349235599782693,-1.377783678345977,0.41083559649015394
229,3,1,Dropout,-3.32496448282602,0.17793173114975552,-1.2927878216940651
230,1,2,Graduate,2.5751131044341604,-0.40170049375634026,-1.8641817685946158
231,1,2,Graduate,0.2941471789564596,-1.2141927378107051,-0.3209932632495329
232,3,1,Dropout,-3.8133242122447046,1.7045688077298804,1.4935311742504767
233,1,2,Graduate,-0.3090201907130991,-1.2050399206164848,0.5530293628937457
234,1,2,Graduate,0.4422616077272656,-0.8307736044192673,-0.17903529285803757
235,1,2,Dropout,0.0261855905333701,0.9452911017917687,-1.9531786690025124
236,1,2,Graduate,0.39446074776528045,-1.6106660552677574,1.4622720928889243
237,1,2,Graduate,0.6933579048845087,-1.6488938489016691,1.1192916082821458
238,1,2,Graduate,0.6677543037957534,-1.3548375090810405,-0.7600273858301199
239,1,2,Dropout,0.3109257515137446,0.9400863650567718,-1.4949273193444346
240,1,2,Dropout,-0.36893516541990584,2.8534204708158053,0.7526491160197988
241,1,2,Enrolled,1.1437843479295111,-0.7686027499266362,-1.0307517899962297
242,2,3,Enrolled,5.844342111344867,0.8794747384623435,0.9145964807431255
243,1,2,Graduate,-0.2373610504584769,-1.8815483403842312,-1.2224749596471323
244,3,1,Dropout,-3.374539602420188,1.5506827508356242,-0.7773183941403476
245,2,3,Graduate,3.556508820908759,-0.054638789073718434,-0.6755509375269421
246,1,2,Graduate,1.8182224445130817,0.7217451802198227,1.0544033589393398
247,1,2,Graduate,1.7317902111032177,-1.4165437544394144,-0.9111080238208117
248,1,2,Dropout,-0.33925433543531913,1.9293682354378632,1.372255752088499
249,1,2,Graduate,0.27258937728868093,-0.7521421731997566,-1.2110265665706494
250,1,2,Graduate,1.3656125856485322,-1.5293515107328872,-0.6946489676274403
251,1,2,Enrolled,0.1411299599680081,-1.1997410083703641,-0.7219193199540587
252,1,2,Dropout,0.6814646199630559,-2.09369501461157,-0.49080724519540464
253,1,2,Graduate,-0.11819677332170787,-0.7223419443249902,-1.1025180250464848
254,1,2,Enrolled,-1.0343094372855812,0.02892994066121151,-1.2567759180125748
255,1,2,Graduate,-0.20849622538857362,-0.861619707087014,0.10388518460283015
256,3,1,Dropout,-0.9882281434024569,3.413318781400064,-1.1740505426792047
257,1,2,Graduate,0.9897964721870233,2.594046496923654,1.1637509050899117
258,1,2,Enrolled,0.24244375387915437,-0.5529691278423894,-1.0895660279473398
259,1,2,Graduate,0.5546090304478045,-1.4254011389203691,-1.3177671997450313
260,1,2,Dropout,0.886078179724903,1.5660859694840772,-1.2202190929329166
261,1,2,Graduate,0.5944392811564482,-0.9658174525053176,0.25640109656299714
262,3,1,Dropout,-3.905961943876205,1.9682473468413946,-0.9948478078509118
263,2,2,Dropout,3.6055014531439977,4.043189545156829,-1.0319107005514723
264,1,2,Graduate,0.6639992259656171,-0.9127662602271831,0.07170076291961448
265,1,2,Graduate,0.3019553130676533,-0.8318676345298764,-0.1503659298490014
266,1,2,Graduate,0.35878755119093,-1.19164821619327,0.7246808240444814
267,1,2,Graduate,1.8439499187827828,-1.4355437996738576,0.5985388769046321
268,1,2,Graduate,0.4358999141173845,-2.048686115507272,0.5061751403917376
269,1,2,Graduate,0.6849714840467451,-1.9312829745956002,-0.3410321599502748
270,1,2,Graduate,1.8011960396559525,-1.285286724228342,0.6972537551640452
271,1,2,Graduate,0.8320918855774131,-1.2820892172834353,2.7329683232704043
272,1,2,Dropout,-0.8630404557679968,0.321300363921436,-1.6336877110938732
273,1,2,Graduate,0.269878826729589,-0.9693954738679647,-1.1647895696853356
274,1,2,Graduate,1.5645315374187618,-0.7521641578845355,0.8863029230649554
275,1,2,Graduate,0.8917102299312696,-1.2062739125019915,1.6015135673065617
276,1,2,Graduate,1.7123806977863638,-1.5806537448627391,0.5851783321882323
277,1,2,Dropout,0.025706229048604094,-0.006427141361782262,-0.9804725884127761
278,2,2,Dropout,1.754821673233395,4.899268245553918,-0.16713220111680904
279,1,2,Enrolled,1.7369530728446458,-1.5023340472272564,0.991281277627276
280,1,2,Graduate,1.9228329581109822,-1.3613698800755887,-0.9441542097377671
281,1,2,Graduate,-0.10930169347825393,-1.0574286747467254,-0.9450257046978633
282,1,2,Graduate,0.7571544238123992,0.40332168452010236,1.7701589205006345
283,1,2,Graduate,-0.3324257173129804,0.6041907520674143,0.16456735114479498
284,1,2,Graduate,0.49496285536893786,-1.121802933704736,-0.422658356390362
285,1,2,Graduate,0.568853977134058,0.46600525639389123,0.5451552486034009
286,1,2,Graduate,0.059984470051393825,1.2559619484580828,-1.0672423768013457
287,1,2,Enrolled,0.43169988675035476,-0.5621281550644333,-0.7421043464774036
288,1,2,Graduate,-0.0305092357534122,2.7685247118632668,1.5500686324856379
289,1,2,Graduate,0.621700947668475,-0.49828818074858044,-0.9204858282658306
290,1,2,Graduate,1.8858903065985022,-0.9659422835561502,0.5576603937689817
291,1,2,Graduate,1.4930746620050914,-0.8553984111114619,-0.9469006299753513
292,1,2,Graduate,0.8944268770081922,-0.961044897489193,2.7546129268863213
293,1,2,Enrolled,0.9770764495521922,-0.0947613269334646,2.0616975687797683
294,1,2,Graduate,0.7413963926527092,-1.475890984006821,-1.3579974252065443
295,1,2,Dropout,0.2901509646547845,-1.437885459198239,-0.43804455118255764
296,1,2,Graduate,1.9163569233279316,-1.0751350597132054,-0.03503196431681398
297,1,2,Graduate,0.6641009011587157,-1.9611344176421537,-1.0016441947413748
298,1,2,Graduate,0.7162558453874979,-1.0097795768874143,-0.8159753875234601
299,1,2,Graduate,1.42152470308252,-0.6585223322310654,-1.8673770296860819
300,1,2,Graduate,2.2125445460011144,0.8029483721512319,-0.9149767790397543
301,1,2,Graduate,0.9379472122016548,-1.1714571858639762,-0.3956342440801964
302,1,2,Graduate,-0.2904180660663303,-1.5927365011408479,-1.5071251772954437
303,1,2,Graduate,2.228639489536419,-1.7837647133418206,2.0640261698785287
304,3,1,Dropout,-1.4230566629451036,0.5333300283121435,-0.04198499841430042
305,3,1,Dropout,-2.9156102864869378,-0.34766101747531647,-0.2846444567381913
306,1,2,Enrolled,-5.464037449890451e-4,-0.7021440286834668,-1.4658790701128783
307,1,2,Graduate,0.7044274821044699,-0.8880367146976706,-1.3607564699207522
308,3,1,Dropout,-2.3370344966236587,0.5704683413900574,2.1581711159840222
309,1,2,Graduate,-0.051193096003102415,-1.5139702296979531,1.652559740991393
310,1,2,Dropout,-0.3870820559116241,0.8870722943305844,-0.16218715639684042
311,1,2,Graduate,0.5375037814187388,-0.21955166905148896,1.0434120160195721
312,1,2,Dropout,0.16774020906962872,-0.4820889158687927,-0.8710132115252451
313,1,2,Graduate,-0.37044437889800735,-1.7177441102036477,0.4152659198775774
314,1,2,Graduate,0.7255577578035358,-1.4185946688560875,-1.4607601306056965
315,3,1,Dropout,-1.850767478363419,0.46617174898505487,-0.23483929172322118
316,1,2,Graduate,0.1408226282201306,-1.8237223724112817,1.7668047502796456
317,1,2,Graduate,2.101374015087285,-1.8000584340783758,-0.365719849895441
318,1,2,Graduate,1.6996334730584843,-0.9499817071262963,1.2777709845261649
319,1,2,Graduate,0.7984309974885037,-0.9722409678012124,-0.4455200898420335
320,1,2,Enrolled,1.6509952154690986,-0.5132526718832091,1.772218621642123
321,3,1,Dropout,-4.177416179262967,1.703020520698718,2.9375280310711136
322,1,2,Graduate,1.6738651987144775,-0.8854747104916517,-2.758403937888378
323,1,2,Graduate,1.7394666662143479,-1.0924155069181354,1.8853650110636575
324,2,3,Graduate,2.8543830139891275,0.845801901830869,-0.9178614908225129
325,1,2,Enrolled,-0.40632692809068827,-0.9251393780607583,-0.4463603628478109
326,1,2,Graduate,0.2335359150084024,-0.7753880405883575,-1.3483624905926608
327,1,2,Graduate,1.086895140242645,-0.615557896067071,-1.4638582446512856
328,1,2,Graduate,0.4198111095340665,0.1198797671667357,0.20075691344383137
329,1,2,Enrolled,0.4048536300855788,-1.1003096160243835,-0.5940380581907838
330,1,2,Enrolled,0.42886658394571114,-0.4581744824263419,-0.9508399219821959
331,1,2,Enrolled,1.1619847429507826,-0.639335860455726,-1.134292980781176
332,3,1,Dropout,-3.317586506163323,0.8119241590817033,2.81100655262359
333,1,2,Graduate,0.4437338914669782,-0.7453676805886686,-2.1881176539682023
334,1,2,Graduate,0.21397261785583088,0.10287810963771733,0.44633885245047855
335,1,2,Graduate,0.7902762764805227,-1.9832507239341657,-0.22564447221702094
336,1,2,Graduate,0.5892168634554549,-1.0685845353727637,2.280593526589644
337,1,2,Graduate,1.4230693895639857,2.175301105976986,0.6107640200252229
338,1,2,Graduate,2.044394733681919,-1.7921968374856077,0.02012005368580602
339,1,2,Graduate,0.5161219136990605,-0.3313110758520673,-0.8005609518433254
340,1,2,Graduate,-0.29793976076163325,-1.3959068647777952,2.439485599507773
341,1,2,Enrolled,0.0955381652022923,-0.24348795245413254,-1.3679036173840808
342,3,1,Dropout,-5.447653242032078,-3.0070834764311867,3.5987784918233388
343,1,2,Graduate,0.5069485029305006,0.5343497255737804,-0.011206417850177168
344,1,2,Graduate,1.1120111348576782,1.2315751615702752,2.053058146940001
345,1,2,Enrolled,-0.7362188454428927,-1.0273926862183713,-0.17672809030881828
346,1,2,Graduate,0.6613692931790887,-1.5228274392702008,0.17716969129819093
347,2,3,Enrolled,6.3114280728662,3.7306795999818205,-1.728803577579049
348,1,2,Graduate,-0.26000939632327197,1.0858475222937911,1.8539255529337182
349,1,2,Graduate,0.4750867533085794,0.8661109691127267,0.01941305403072707
350,1,2,Enrolled,0.24134289410935156,1.1800376676858608,-1.5793764162427624
351,1,2,Dropout,-0.04366934121387861,-0.5457033149075099,-1.293882280985644
352,1,2,Graduate,0.5887798664938197,-1.358342454839336,0.0318132518617176
353,3,1,Dropout,-5.9206461664987176,-0.9448331072650196,-0.76445242874324415
354,1,2,Graduate,0.9969453720787933,-0.9909140326051359,1.0097054235868588
